dive	dived�	dived	dives	diving
divide	divided	divided	divides	dividing
do	did	done	does	doing
donate	donated	donated	donates	donating
download	downloaded	downloaded	downloads	downloading
drag	dragged	dragged	drags	dragging
draw	drew	drawn	draws	drawing
dream	dreamt	dreamt	dreams	dreaming
dress	dressed	dressed	dresses	dressing
drill	drilled	drilled	drills	drilling
drink	drank	drunk	drinks	drinking
drive	drove	driven	drives	driving
drop	dropped	dropped	drops	dropping
dry	dried	dried	dries	drying
dump	dumped	dumped	dumps	dumping
dwell	dwelt	dwelt	dwells	dwelling
dye	dyed	dyed	dyes	dyeing
earn	earned	earned	earns	earning
eat	ate	eaten	eats	eating
educate	educated	educated	educates	educating
empower	empowered	empowered	empowers	empowering
empty	emptied	emptied	empties	emptying
encircle	encircled	encircled	encircles	encircling
encourage	encouraged	encouraged	encourages	encouraging
encroach	encroached	encroached	encroaches	encroaching
endanger	endangered	endangered	endangers	entangling
endorse	endorsed	endorsed	endorses	endorsing
endure	endured	endured	endures	enduring
engrave	engraved	engraved	engraves	engraving
enjoy	enjoyed	enjoyed	enjoys	enjoying
enlarge	enlarged	enlarged	enlarges	enlarging
enlighten	enlightened	enlightened	enlightens	enlightening
enter	entered	entered	enters	entering
envy	envied	envied	envies	envying
erase	erased	erased	erases	erasing
escape	escaped	escaped	escapes	escaping
evaporate	evaporated	evaporated	evaporates	evaporating
exchange	exchanged	exchanged	exchanges	exchanging
exclaim	exclaimed	exclaimed	exclaims	exclaiming
exclude	excluded	excluded	excludes	excluding
exist	existed	existed	exists	existing
expand	expanded	expanded	expands	expanding
expect	expected	expected	expects	expecting
explain	explained	explained	explains	explaining
explore	explored	explored	explores	exploring
express	expressed	expressed	expresses	expressing
extend	extended	extended	extends	extending
eye	eyed	eyed	eyes	eyeing
face	faced	faced	faces	facing
fail	failed	failed	fails	failing
faint	fainted	fainted	faints	fainting
fall	fell	fallen	falls	falling
fan	fanned	fanned	fans	fanning
fancy	fancied	fancied	fancies	fancying
favour	favoured	favoured	favours	favouring
fax	faxed	faxed	faxes	faxing
feed	fed	fed	feeds	feeding
feel	felt	felt	feels	feeling
ferry	ferried	ferried	ferries	ferrying
fetch	fetched	fetched	fetches	fetching
fight	fought	fought	fights	fighting
fill	filled	filled	fills	filling
find	found	found	finds	finding
finish	finished	finished	finishes	finishing
fish	fished	fished	fishes	fishing
fit	fit/fitted	fit/fitted	fits	fitting
fix	fixed	fixed	fixes	fixing
fizz	fizzed	fizzed	fizzes	fizzing
flap	flapped	flapped	flaps	flapping
flash	flashed	flashed	flashes	flashing
flee	fled	fled	flees	fleeing
fling	flung	flung	flings	flinging
float	floated	floated	floats	floating
flop	flopped	flopped	flops	flopping
fly	flew	flown	flies	flying
fold	folded	folded	folds	folding
follow	followed	followed	follows	following
forbid	forbade	forbidden	forbids	forbidding
force	forced	forced	forces	forcing
forecast	forecast	forecast	forecasts	forecasting
foretell	foretold	foretold	foretells	foretelling
forget	forgot	forgotten	forgets	forgetting
forgive	forgave	forgiven	forgives	forgiving
forlese	forlore	forlorn	forlese	forlesing
form	formed	formed	forms	forming
forsake	forsook	forsaken	forsakes	forsaking
found	founded	founded	founds	founding
frame	framed	framed	frames	framing
free	freed	freed	frees	freeing
freeze	froze	frozen	freezes	freezing
frighten	frightened	frightened	frightens	frightening
fry	fried	fried	fries	frying
fulfil	fulfilled	fulfilled	fulfils	fulfilling
gag	gagged	gagged	gags	gagging
gain	gained	gained	gains	gaining
gainsay	gainsaid	gainsaid	gainsays	gainsaying
gash	gashed	gashed	gashes	gashing
gaze	gazed	gazed	gazes	gazing
get	got	got	gets	getting
give	gave	given	gives	giving
glance	glanced	glanced	glances	glancing
glitter	glittered	glittered	glitters	glittering
glow	glowed	glowed	glows	glowing
go	went	gone	goes	going
google	googled	googled	googles	googling
govern	governed	governed	governs	governing
grab	grabbed	grabbed	grabs	grabbing
grade	graded	graded	grades	grading
grant	granted	granted	grants	granting
greet	greeted	greeted	greets	greeting
grind	ground	ground	grinds	grinding
grip	gripped	gripped	grips	gripping
grow	grew	grown	grows	growing
guard	guarded	guarded	guards	guarding
guess	guessed	guessed	guesses	guessing
guide	guided	guided	guides	guiding
handle	handled	handled	handles	handling
hang	hung	hung	hangs	hanging
happen	happened	happened	happens	happening
harm	harmed	harmed	harms	harming
hatch	hatched	hatched	hatches	hatching
hate	hated	hated	hates	hating
have	had	had	has	having
heal	healed	healed	heals	healing
hear	heard	heard	hears	hearing
heave	hove	hove	heaves	heaving
help	helped	helped	helps	helping
hew	hewed	hewn	hews	hewing
hide	hid	hidden	hides	hiding
hinder	hindered	hindered	hinders	hindering
hiss	hissed	hissed	hisses	hissing
hit	hit	hit	hits	hitting
hoax	hoaxed	hoaxed	hoaxes	hoaxing
hold	held	held	holds	holding
hop	hopped	hopped	hops	hopping
hope	hoped	hoped	hopes	hoping
horrify	horrified	horrified	horrifies	horrifying
hug	hugged	hugged	hugs	hugging
hum	hummed	hummed	hums	humming
humiliate	humiliated	humiliated	humiliates	humiliating
hunt	hunted	hunted	hunts	hunting
hurl	hurled	hurled	hurls	hurling
hurry	hurried	hurried	hurries	hurrying
hurt	hurt	hurt	hurts	hurting
hush	hushed	hushed	hushes	hushing
hustle	hustled	hustled	hustles	hustling
hypnotize	hypnotized	hypnotized	hypnotizes	hypnotizing
idealize	idealized	idealized	idealizes	idealizing
identify	identified	identified	identifies	identifying
idolize	idolized	idolized	idolizes	idolizing
ignite	ignited	ignited	ignites	igniting
ignore	ignored	ignored	ignores	ignoring
ill-treat	ill-treated	ill-treated	ill-treats	ill-treating
illuminate	illuminated	illuminated	illuminates	illuminating
illumine	illumined	illumined	illumines	illumining
illustrate	illustrated	illustrated	illustrates	illustrating
imagine	imagined	imagined	imagines	imagining
imbibe	imbibed	imbibed	imbibes	imbibing
imitate	imitated	imitated	imitates	imitating
immerse	immersed	immersed	immerses	immersing
immolate	immolated	immolated	immolates	immolating
immure	immured	immured	immures	immuring
impair	impaired	impaired	impairs	impairing
impart	imparted	imparted	imparts	imparting
impeach	impeached	impeached	impeaches	impeaching
impede	impeded	impeded	impedes	impeding
impel	impelled	impelled	impels	impelling
impend	impended	impended	impends	impending
imperil	imperilled	imperilled	imperils	imperilling
impinge	impinged	impinged	impinges	impinging
implant	implanted	implanted	implants	implanting
implicate	implicated	implicated	implicates	implicating
implode	imploded	imploded	implodes	imploding
implore	implored	implored	implores	imploring
imply	implied	implied	implies	implying
impose	imposed	imposed	imposes	imposing
impress	impressed	impressed	impresses	impressing
imprint	imprinted	imprinted	imprints	imprinting
imprison	imprisoned	imprisoned	imprisons	imprisoning
improve	improved	improved	improves	improving
inaugurate	inaugurated	inaugurated	inaugurates	inaugurating
incise	incised	incised	incises	incising
include	included	included	includes	including
increase	increased	increased	increases	increasing
inculcate	inculcated	inculcated	inculcates	inculcating
indent	indented	indented	indents	indenting
indicate	indicated	indicated	indicates	indicating
induce	induced	induced	induces	inducing
indulge	indulged	indulged	indulges	indulging
infect	infected	infected	infects	infecting
infest	infested	infested	infests	infesting
inflame	inflamed	inflamed	inflames	inflaming
inflate	inflated	inflated	inflates	inflating
inflect	inflected	inflected	inflects	inflecting
inform	informed	informed	informs	informing
infringe	infringed	infringed	infringes	infringing
infuse	infused	infused	infuses	infusing
inhabit	inhabited	inhabited	inhabits	inhabiting
inhale	inhaled	inhaled	inhales	inhaling
initiate	initiated	initiated	initiates	initiating
inject	injected	injected	injects	injecting
injure	injured	injured	injures	injuring
inlay	inlaid	inlaid	inlays	inlaying
innovate	innovated	innovated	innovates	innovating
input	input	input	inputs	inputting
inquire	inquired	inquired	inquires	inquiring
inscribe	inscribed	inscribed	inscribes	inscribing
insert	inserted	inserted	inserts	inserting
inspect	inspected	inspected	inspects	inspecting
inspire	inspired	inspired	inspires	inspiring
install	installed	installed	installs	installing
insult	insulted	insulted	insults	insulting
insure	insured	insured	insures	insuring
integrate	integrated	integrated	integrates	integrating
introduce	introduced	introduced	introduces	introducing
invent	invented	invented	invents	inventing
invite	invited	invited	invites	inviting
join	joined	joined	joins	joining
jump	jumped	jumped	jumps	jumping
justify	justified	justified	justifies	justifying
keep	kept	kept	keeps	keeping
kick	kicked	kicked	kicks	kicking
kid	kidded	kidded	kids	kidding
kill	killed	killed	kills	killing
kiss	kissed	kissed	kisses	kissing
kneel	knelt	knelt	kneels	kneeling
knit	knit	knit	knits	knitting
knock	knocked	knocked	knocks	knocking
know	knew	known	knows	knowing
lade	laded	laden	lades	lading
land	landed	landed	lands	landing
last	lasted	lasted	lasts	lasting
latch	latched	latched	latches	latching
laugh	laughed	laughed	laughs	laughing
lay	laid	laid	lays	laying
lead	led	led	leads	leading
leak	leaked	leaked	leaks	leaking
lean	leant	leant	leans	leaning
leap	leapt	leapt	leaps	leaping
learn	learnt	learnt	learns	learning
leave	left	left	leaves	leaving
leer	leered	leered	leers	leering
lend	lent	lent	lends	lending
let	let	let	lets	letting
lick	licked	licked	licks	licking
lie	lay	lain	lies	lying
lie	lied	lied	lies	lying
lift	lifted	lifted	lifts	lifting
light	lit	lit	lights	lighting
like	liked	liked	likes	liking
limp	limped	limped	limps	limping
listen	listened	listened	listens	listening
live	lived	lived	lives	living
look	looked	looked	looks	looking
lose	lost	lost	loses	losing
love	loved	loved	loves	loving
magnify	magnified	magnified	magnifies	magnifying
maintain	maintained	maintained	maintains	maintaining
make	made	made	makes	making
manage	managed	managed	manages	managing
march	marched	marched	marches	marching
mark	marked	marked	marks	marking
marry	married	married	marries	marrying
mash	mashed	mashed	mashes	mashing
match	matched	matched	matches	matching
matter	mattered	mattered	matters	mattering
mean	meant	meant	means	meaning
measure	measured	measured	measures	measuring
meet	met	met	meets	meeting
melt	melted	melted	melts	melting
merge	merged	merged	merges	merging
mew	mewed	mewed	mews	mewing
migrate	migrated	migrated	migrates	migrating
milk	milked	milked	milks	milking
mind	minded	minded	minds	minding
mislead	misled	misled	misleads	misleading
miss	missed	missed	misses	missing
mistake	mistook	mistaken	mistakes	mistaking
misuse	misused	misused	misuses	misusing
mix	mixed	mixed	mixes	mixing
moan	moaned	moaned	moans	moaning
modify	modified	modified	modifies	modifying
moo	mooed	mooed	moos	mooing
motivate	motivated	motivated	motivates	motivating
mould	moulded	moulded	moulds	moulding
moult	moulted	moulted	moults	moulting
move	moved	moved	moves	moving
mow	mowed	mown	mows	mowing
multiply	multiplied	multiplied	multiplies	multiplying
murmur	murmured	murmured	murmurs	murmuring
nail	nailed	nailed	nails	nailing
nap	napped	napped	naps	napping
need	needed	needed	needs	needing
neglect	neglected	neglected	neglects	neglecting
nip	nipped	nipped	nips	nipping
nod	nodded	nodded	nods	nodding
note	noted	noted	notes	noting
notice	noticed	noticed	notices	noticing
notify	notified	notified	notifies	notifying
nourish	nourished	nourished	nourishes	nourishing
nurse	nursed	nursed	nurses	nursing
obey	obeyed	obeyed	obeys	obeying
oblige	obliged	obliged	obliges	obliging
observe	observed	observed	observes	observing
obstruct	obstructed	obstructed	obstructs	obstructing
obtain	obtained	obtained	obtains	obtaining
occupy	occupied	occupied	occupies	occupying
occur	occurred	occurred	occurs	occurring
offer	offered	offered	offers	offering
offset	offset	offset	offsets	offsetting
omit	omitted	omitted	omits	omitting
ooze	oozed	oozed	oozes	oozing
open	opened	opened	opens	opening
operate	operated	operated	operates	operating
opine	opined	opined	opines	opining
oppress	oppressed	oppressed	oppresses	oppressing
opt	opted	opted	opts	opting
optimize	optimized	optimized	optimizes	optimizing
order	ordered	ordered	orders	ordering
organize	organized	organized	organizes	organizing
originate	originated	originated	originates	originating
output	output	output	outputs	outputting
overflow	overflowed	overflowed	overflows	overflowing
overtake	overtook	overtaken	overtakes	overtaking
owe	owed	owed	owes	owing
own	owned	owned	owns	owning
pacify	pacified	pacified	pacifies	pacifying
paint	painted	painted	paints	painting
pardon	pardoned	pardoned	pardons	pardoning
part	parted	parted	parts	parting
partake	partook	partaken	partakes	partaking
participate	participated	participated	participates	participating
pass	passed	passed	passes	passing
paste	pasted	pasted	pastes	pasting
pat	patted	patted	pats	patting
patch	patched	patched	patches	patching
pause	paused	paused	pauses	pausing
pay	paid	paid	pays	paying
peep	peeped	peeped	peeps	peeping
perish	perished	perished	perishes	perishing
permit	permitted	permitted	permits	permitting
persuade	persuaded	persuaded	persuades	persuading
phone	phoned	phoned	phones	phoning
place	placed	placed	places	placing
plan	planned	planned	plans	planning
play	played	played	plays	playing
plead	pled	pled	pleads	pleading
please	pleased	pleased	pleases	pleasing
plod	plodded	plodded	plods	plodding
plot	plotted	plotted	plots	plotting
pluck	plucked	plucked	plucks	plucking
ply	plied	plied	plies	plying
point	pointed	pointed	points	pointing
polish	polished	polished	polishes	polishing
pollute	polluted	polluted	pollutes	polluting
ponder	pondered	pondered	ponders	pondering
pour	poured	poured	pours	pouring
pout	pouted	pouted	pouts	pouting
practise	practised	practised	practises	practising
praise	praised	praised	praises	praising
pray	prayed	prayed	prays	praying
preach	preached	preached	preaches	preaching
prefer	preferred	preferred	prefers	preferring
prepare	prepared	prepared	prepares	preparing
prescribe	prescribed	prescribed	prescribes	prescribing
present	presented	presented	presents	presenting
preset	preset	preset	presets	presetting
preside	presided	presided	presides	presiding
press	pressed	pressed	presses	pressing
pretend	pretended	pretended	pretends	pretending
print	printed	printed	prints	printing
proceed	proceeded	proceeded	proceeds	proceeding
produce	produced	produced	produces	producing
progress	progressed	progressed	progresses	progressing
promise	promised	promised	promises	promising
propose	proposed	proposed	proposes	proposing
prosecute	prosecuted	prosecuted	prosecutes	prosecuting
protect	protected	protected	protects	protecting
prove	proved	proved	proves	proving
provide	provided	provided	provides	providing
pull	pulled	pulled	pulls	pulling
punish	punished	punished	punishes	punishing
purify	purified	purified	purifies	purifying
push	pushed	pushed	pushes	pushing
put	put	put	puts	putting
qualify	qualified	qualified	qualifies	qualifying
quarrel	quarrelled	quarrelled	quarrels	quarrelling
question	questioned	questioned	questions	questioning
quit	quit	quit	quits	quitting
race	raced	raced	races	racing
rain	rained	rained	rains	raining
rattle	rattled	rattled	rattles	rattling
reach	reached	reached	reaches	reaching
read	read	read	reads	reading
realize	realized	realized	realizes	realizing
rebuild	rebuilt	rebuilt	rebuilds	rebuilding
recall	recalled	recalled	recalls	recalling
recast	recast	recast	recasts	recasting
receive	received	received	receives	receiving
recite	recited	recited	recites	reciting
recognize	recognized	recognized	recognizes	recognizing
recollect	recollected	recollected	recollects	recollecting
recur	recurred	recurred	recurs	recurring
redo	redid	redone	redoes	redoing
reduce	reduced	reduced	reduces	reducing
refer	referred	referred	refers	referring
reflect	reflected	reflected	reflects	reflecting
refuse	refused	refused	refuses	refusing
regard	regarded	regarded	regards	regarding
regret	regretted	regretted	regrets	regretting
relate	related	related	relates	relating
relax	relaxed	relaxed	relaxes	relaxing
rely	relied	relied	relies	relying
remain	remained	remained	remains	remaining
remake	remade	remade	remakes	remaking
remove	removed	removed	removes	removing
rend	rent	rent	rends	rending
renew	renewed	renewed	renews	renewing
renounce	renounced	renounced	renounces	renouncing
repaired	repaired	repairs	repairing
repeated	repeated	repeating
replace	replaced	replaced	replaces	replacing
reply	replied	replied	replies	replying
report	reported	reported	reports	reporting
request	requested	requested	requests	requesting
resell	resold	resold	resells	reselling
resemble	resembled	resembled	resembles	resembling
reset	reset	reset	resets	resetting
resist	resisted	resisted	resists	resisting
resolve	resolved	resolved	resolves	resolving
respect	respected	respected	respects	respecting
rest	rested	rested	rests	resting
restrain	restrained	restrained	restrains	restraining
retain	retained	retained	retains	retaining
retch	retched	retched	retches	retching
retire	retired	retired	retires	retiring
return	returned	returned	returns	returning
reuse	reused	reused	reuses	reusing
review	reviewed	reviewed	reviews	reviewing
rewind	rewound	rewound	rewinds	rewinding
rid	rid	rid	rids	ridding
ride	rode	ridden	rides	riding
ring	rang	rung	rings	ringing
rise	rose	risen	rises	rising
roar	roared	roared	roars	roaring
rob	robbed	robbed	robs	robbing
roll	rolled	rolled	rolls	rolling
rot	rotted	rotted	rots	rotting
rub	rubbed	rubbed	rubs	rubbing
rule	ruled	ruled	rules	ruling
run	ran	run	runs	running
rush	rushed	rushed	rushes	rushing
sabotage	sabotaged	sabotaged	sabotages	sabotaging
sack	sacked	sacked	sacks	sacking
sacrifice	sacrificed	sacrificed	sacrifices	sacrificing
sadden	saddened	saddened	saddens	saddening
saddle	saddled	saddled	saddles	saddling
sag	sagged	sagged	sags	sagging
sail	sailed	sailed	sails	sailing
sally	sallied	sallied	sallies	sallying
salute	saluted	saluted	salutes	saluting
salvage	salvaged	salvaged	salvages	salvaging
salve	salved	salved	salves	salving
sample	sampled	sampled	samples	sampling
sanctify	sanctified	sanctified	sanctifies	sanctifying
sanction	sanctioned	sanctioned	sanctions	sanctioning
sap	sapped	sapped	saps	sapping
saponify	saponified	saponified	saponifies	saponifying
sash	sashed	sashed	sashes	sashing
sashay	sashayed	sashayed	sashays	sashaying
sass	sassed	sassed	sasses	sassing
sate	sated	sated	sates	sating
satiate	satiated	satiated	satiates	satiating
satirise	satirised	satirised	satirises	satirising
satisfy	satisfied	satisfied	satisfies	satisfying
saunter	sauntered	sauntered	saunters	sauntering
save	saved	saved	saves	saving
savor	savored	savored	savors	savoring
savvy	savvied	savvied	savvies	savvying
saw	sawed	sawn	saws	sawing
say	said	said	says	saying
scab	scabbed	scabbed	scabs	scabbing
scabble	scabbled	scabbled	scabbles	scabbling
scald	scalded	scalded	scalds	scalding
scale	scaled	scaled	scales	scaling
scam	scammed	scammed	scams	scamming
scan	scanned	scanned	scans	scanning
scant	scanted	scanted	scants	scanting
scar	scarred	scarred	scars	scarring
scare	scared	scared	scares	scaring
scarify	scarified	scarified	scarifies	scarifying
scarp	scarped	scarped	scarps	scarping
scat	scatted	scatted	scats	scatting
scatter	scattered	scattered	scatters	scattering
scold	scolded	scolded	scolds	scolding
scorch	scorched	scorched	scorches	scorching
scowl	scowled	scowled	scowls	scowling
scrawl	scrawled	scrawled	scrawls	scrawling
scream	screamed	screamed	screams	screaming
screw	screwed	screwed	screws	screwing
scrub	scrubbed	scrubbed	scrubs	scrubbing
search	searched	searched	searches	searching
seat	seated	seated	seats	seating
secure	secured	secured	secures	securing
see	saw	seen	sees	seeing
seek	sought	sought	seeks	seeking
seem	seemed	seemed	seems	seeming
seize	seized	seized	seizes	seizing
select	selected	selected	selects	selecting
sell	sold	sold	sells	selling
send	sent	sent	sends	sending
sentence	sentenced	sentenced	sentences	sentencing
separate	separated	separated	separates	separating
set	set	set	sets	setting
sever	severed	severed	severs	severing
sew	sewed	sewn	sews	sewing
shake	shook	shaken	shakes	shaking
shape	shaped	shaped	shapes	shaping
share	shared	shared	shares	sharing
shatter	shattered	shattered	shatters	shattering
